music,streams,average,std_dev
Magány Vagány,"[45994, 79632, 62304, 54262, 45168, 38517, 37995, 33770, 35171, 34471, 36942]",45838.72727272727,13709.582933056245
PTSD,[45594],45594.0,0.0
LSD,[42687],42687.0,0.0
A&W,[38095],38095.0,0.0
We Found Love,"[36363, 46596, 37712, 39328, 39459, 42953, 39677, 44432, 46411, 42009]",41494.0,3376.3589560353325
Watch This - ARIZONATEARS Pluggnb Remix,"[36089, 43447, 45592, 36850]",40494.5,4104.648980119981
K8 mondta interlude,[35353],35353.0,0.0
Sure Thing - Sped Up,"[34926, 36064, 34755]",35248.333333333336,580.9729387463375
Két Buli,"[116794, 92586, 84158, 63889, 52525, 47882, 37069, 35739]",66330.25,27117.132562966533
Tisztelet,"[104785, 72120, 65879, 51255, 42230, 38309]",62429.666666666664,22414.582274839642
Die For You - Remix,"[94954, 119430]",107192.0,12238.0
Zaj,"[83253, 55483, 60586, 56627, 58050, 54607, 39589, 37920, 33672]",53309.666666666664,14142.79021661253
Na Csumi,"[71084, 47276, 44423, 36439]",49805.5,12911.308618803905
Bőrdzseki,"[68638, 40608, 36490]",48578.666666666664,14283.373115463854
Vágod,"[64030, 37011]",50520.5,13509.5
Pogi Trap,"[60476, 109389, 72243, 58718, 50003, 54028, 40700, 40627, 38541, 36371, 34327, 34766]",52515.75,20649.75871983738
Az Enyém,"[58353, 34161]",46257.0,12096.0
Pogi Tell,"[56310, 101593, 63046, 48773, 43687, 45375, 32697, 33458]",53117.375,20705.9452388529
Amnézia,"[55030, 96115, 75161, 58024, 49180, 52285, 45472, 45810, 40978, 40223, 37273, 40134, 34533, 35927]",50438.92857142857,16397.273359853312
Minden Éjjel - Bonus Track,[54406],54406.0,0.0
Tudom - Bonus Track,[52433],52433.0,0.0
Visszatértem,[46713],46713.0,0.0
Szólj Rám,[45880],45880.0,0.0
Börtön Story,"[43459, 66324, 40102]",49961.666666666664,11650.803300869668
PAINTING PICTURES,[42877],42877.0,0.0
NINCS JEGY,[35422],35422.0,0.0
No morë talk,[34239],34239.0,0.0
It's Called: Freefall,[33832],33832.0,0.0
Kétezres évekbeli romantikus tinivígjáték,[41008],41008.0,0.0
TEMPO,[39201],39201.0,0.0
Reminder,"[35859, 40178, 47297, 45316, 41651, 34820, 36893, 35667, 32658]",38926.555555555555,4716.479221507669
TQG,[35317],35317.0,0.0
Valter - Méreg,"[34401, 40097]",37249.0,2848.0
Mama nekem flexelnem kell ma este,[34097],34097.0,0.0
Die For You (with Ariana Grande) - Remix,"[89255, 63324, 57684, 53794, 46657, 46101, 43963, 38776, 34996, 33773]",50832.3,15691.500884555307
River,"[63359, 45857]",54608.0,8751.0
Fénybenjárók,"[48055, 40006, 33868, 33697]",38906.5,5861.512710043373
MOTTO,[35701],35701.0,0.0
Eat Your Young,"[78117, 65263, 42576, 32013]",54492.25,18175.88761759656
All Of The Girls You Loved Before,"[40770, 41958]",41364.0,594.0
Set Me Free Pt.2,[39320],39320.0,0.0
Csipogó,"[33632, 34618, 36381, 38723, 38174]",36305.6,1966.5481026407667
Hajnali 2,"[105634, 88722, 66212, 49485, 46021, 40475, 39553]",62300.28571428572,23947.108633786404
Kóborló,"[67793, 61600, 53617, 50860, 41872, 38316, 38829, 37854, 35228, 35970]",46193.9,11000.267482656955
labour,"[46601, 40505]",43553.0,3048.0
Eyes Closed,"[46437, 38332, 35914, 36194, 62331, 50127, 43195]",44647.142857142855,8747.770188185452
Bestia,[41352],41352.0,0.0
Csend,"[39997, 36390]",38193.5,1803.5
Fighting Myself,[39140],39140.0,0.0
Soundcheck,[38791],38791.0,0.0
3korty - LIVE,"[43607, 101707, 118517, 142916, 119618, 68828, 52074, 40087]",85919.25,37122.49155077687
FLOWER,[39181],39181.0,0.0
No Surprise,[38800],38800.0,0.0
VOID,[38285],38285.0,0.0
Jó modor 2,"[113758, 76894, 60097, 36851, 43252, 38431]",61547.166666666664,27210.81380270637
Zivatar,"[94821, 55054, 40372]",63415.666666666664,23001.615919080312
Futok,"[92800, 57019, 45443, 34414]",57419.0,21935.301240238303
BOSS,"[92015, 56775, 45185]",64658.333333333336,19914.357188275553
Paris,"[89329, 56045, 42078]",62484.0,19820.188209668107
Kincsem 2,"[87548, 54391, 44766]",62235.0,18325.230930786838
Szegedi átok,"[85129, 49846, 37577]",57517.333333333336,20156.639804844013
Sose alszok,"[79556, 45750, 34724]",53343.333333333336,19073.910442160402
Money High,"[78438, 48619, 37452]",54836.333333333336,17300.375223933406
3guriga,"[74387, 44535, 36046]",51656.0,16442.61842489409
NGZ,"[71066, 40095]",55580.5,15485.5
Exit sign,"[67397, 39617]",53507.0,13890.0
Casa de papel - LIVE,"[67256, 74065, 85279, 65531, 33749]",65176.0,17177.040979167512
Intro,[54804],54804.0,0.0
Search & Rescue,"[49157, 39024]",44090.5,5066.5
Never Felt So Alone,"[38109, 56958, 38071, 35383]",42130.25,8631.8525640502
SLUT ME OUT,[32781],32781.0,0.0
HAPPY,[32460],32460.0,0.0
Trapenele,"[66444, 63751, 60392, 55101, 63942, 58258, 47966, 44857, 40451, 37203, 40379]",52613.09090909091,10264.989487259776
Chemical,"[56683, 41001, 35228]",44304.0,9065.01013053304
Cipőfűző,"[48251, 38653, 33217]",40040.333333333336,6215.507988536058
Páratartalom,[38349],38349.0,0.0
Essünk bele,[33972],33972.0,0.0
Kamagra Gang,"[96298, 118478, 98560, 84226, 57783, 50022, 45161, 42472, 34556]",69728.44444444444,28359.810562410366
Double Fantasy (with Future),"[75031, 46719]",60875.0,14156.0
See You Again (feat. Kali Uchis),"[40575, 41592, 39629, 39038, 37166, 35486, 35423, 34901]",37976.25,2411.4348296190797
hessdalen,"[143744, 162109, 120237, 97971, 79385, 65966, 57878, 50687, 44612, 38662, 36962, 36667]",77906.66666666667,41764.91674506514
depicentrum - outro,"[142515, 151780, 109165, 91216, 67619, 60838, 53937, 47460, 41405, 34992, 33559]",75862.36363636363,40203.1575744826
Cupid - Twin Ver.,"[42285, 39948, 40920, 41944, 40949, 36047, 35394]",39641.0,2582.6161708070917
Ragadozók,[38147],38147.0,0.0
Fantom,"[91487, 98622, 88982, 60971, 49394, 44903, 34229]",66941.14285714286,23878.514116421968
Beszorult mondat,"[55988, 42577]",49282.5,6705.5
Az idő,"[52000, 36684, 39598]",42760.666666666664,6640.622929280723
"Se rád, se rám","[50581, 56327, 51228, 47023]",51289.75,3319.8336837106763
LosT,[37250],37250.0,0.0
This Is The Life,"[36986, 34731]",35858.5,1127.5
Cha Cha Cha,"[75229, 68190, 40653]",61357.333333333336,14919.53851684279
Sírtánc,"[51804, 52647, 38046]",47499.0,6693.134243387025
MATHEMATICAL DISRESPECT,"[48986, 41090]",45038.0,3948.0
Füstkarikák,"[38244, 40314, 38194, 37345]",38524.25,1093.32528896939
hotline (edit),[36756],36756.0,0.0
