artist_names,track_name,danceability,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,popularity
"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),0.724,-12.25,1,0.0599,0.76,0.0,0.116,0.718,155933,22.659205905299984
"Khalid, Disclosure",Know Your Worth,0.79,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,181436,17.91612279566516
Alessandra,Queen of Kings,0.563,-4.25,0,0.0868,0.0696,0.0,0.328,0.171,147980,30.10639798987947
"Selena Gomez, Marshmello",Wolves,0.725,-4.614,0,0.0422,0.124,0.0,0.204,0.31,197993,15.556191206386115
"Purple Disco Machine, Moss Kena, The Knocks",Fireworks (feat. Moss Kena & The Knocks),0.751,-5.268,0,0.045,0.00714,3.76e-06,0.154,0.73,199705,21.01773812150664
Mehringer,Késő már,0.719,-5.812,1,0.0723,0.0911,1.73e-06,0.144,0.418,133235,31.5505428458846
"Pogány Induló, Ótvar Pestis",Elvonás,0.658,-12.243,1,0.432,0.435,0.00272,0.15,0.414,111237,29.231652195302445
"Kygo, Tina Turner",What's Love Got to Do with It,0.75,-5.908,0,0.154,0.275,0.0,0.0632,0.617,208156,18.63830866258204
Post Malone,Hollywood's Bleeding,0.405,-3.206,0,0.0476,0.331,0.0,0.103,0.17,156267,32.55330639896664
"Don Diablo, Emeli Sandé, Gucci Mane","Survive (feat. Emeli Sandé, Gucci Mane)",0.585,-6.619,0,0.196,0.714,6.97e-06,0.113,0.364,189427,19.659570135610736
"Alok, Mondello'G, CERES, Tribbs",LET'S GET FKD UP,0.65,-5.454,1,0.0421,0.00191,0.127,0.149,0.425,121500,38.03816561432946
Timmy Trumpet,World At Our Feet,0.456,-4.844,0,0.0834,0.00463,0.0,0.192,0.253,203291,14.258769034991502
"Martin Garrix, Bonn",No Sleep (feat. Bonn),0.44,-6.385,1,0.0326,0.129,0.0,0.121,0.327,207095,16.784561737868714
The Kid LAROI,SO DONE,0.719,-6.254,1,0.077,0.232,0.0,0.115,0.303,126521,19.952795688527203
Ashnikko,Daisy,0.834,-6.143,1,0.133,0.235,0.0,0.372,0.774,146523,18.83067359928991
Azahriah,Dopamin - Bonus track,0.799,-9.658,0,0.108,0.623,6.2e-05,0.0955,0.542,128873,30.084887057250626
Adele,Oh My God,0.534,-3.906,1,0.046,0.091,0.0,0.0264,0.55,225149,25.485937208738648
Billie Eilish,idontwannabeyouanymore,0.485,-8.461,1,0.0397,0.735,0.0,0.116,0.247,203569,12.773523511918768
"David Guetta, Sia",Flames,0.631,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,194680,15.092862858385686
"David Guetta, Kim Petras",When We Were Young (The Logical Song),0.657,-4.513,0,0.0523,0.0526,6.32e-06,0.109,0.502,147433,39.195699786789575
"Rita Ora, David Guetta, Imanbek, Gunna",Big (feat. Gunna),0.781,-3.445,1,0.0349,0.0672,1.27e-06,0.0637,0.616,156781,15.015675507482785
Minelli,MMM,0.792,-5.803,0,0.0861,0.466,1.07e-06,0.136,0.661,192960,20.461542262476115
"Misshmusic, Hiro",Megöl,0.879,-8.631,1,0.0856,0.602,0.000153,0.318,0.859,176250,23.971886868731147
Bing Crosby,White Christmas,0.29,-16.486,1,0.0363,0.673,0.355,0.338,0.252,177480,19.40851656911748
"Curtis Waters, Harm Franklin",Stunnin' (feat. Harm Franklin) (Explicit),0.885,-6.429,0,0.0627,0.33,0.0,0.148,0.937,144000,22.13462932606572
Nat King Cole,The Christmas Song (Merry Christmas To You),0.32,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,192160,22.437482212699024
"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),0.636,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,186496,22.10868969187257
"Brett Eldredge, Meghan Trainor","Baby, It's Cold Outside (feat. Meghan Trainor)",0.583,-4.776,1,0.0366,0.738,0.0,0.266,0.684,173560,17.036568474106375
"P!nk, Willow Sage Hart",Cover Me In Sunshine,0.476,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,141050,14.753517437069178
"ByeAlex és a Slepp, Marics",Zokni,0.718,-4.078,1,0.0922,0.019,0.0,0.252,0.622,152794,30.951366031102864
"ByeAlex és a Slepp, LUCA",Rózsaszín Mustang,0.715,-8.769,1,0.107,0.245,2.06e-06,0.139,0.351,172959,34.72766320889808
VALMAR,100 lány,0.847,-8.057,0,0.212,0.444,2.72e-06,0.0956,0.613,127557,30.464479539399733
"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),0.671,-3.206,1,0.161,0.191,0.0,0.298,0.53,252307,16.48636200097812
"Liam Payne, A Boogie Wit da Hoodie",Stack It Up (feat. A Boogie Wit da Hoodie),0.743,-3.069,1,0.132,0.153,0.0,0.0642,0.606,166406,8.495121679231147
Manuel,Vigyázz,0.609,-4.894,1,0.105,0.138,0.0,0.241,0.607,200000,44.13836134888821
"Imagine Dragons, Arcane, League of Legends",Enemy - From the series Arcane League of Legends,0.722,-4.164,1,0.256,0.247,0.0,0.419,0.52,173381,21.553604307371657
BLACKPINK,How You Like That,0.828,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,181264,22.11744786664508
Jack Harlow,First Class,0.905,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,173948,40.3666350638088
"Azahriah, Queen Omega",four moods 2,0.561,-6.767,0,0.139,0.277,0.0,0.0935,0.786,264630,47.93793503013092
"Beton.Hofi, ANUBII$",SOFIA COPPOLA,0.783,-7.246,0,0.169,0.201,0.000107,0.113,0.313,213600,57.330630637170586
Tate McRae,exes,0.822,-6.542,0,0.0582,0.164,0.000252,0.11,0.627,159401,36.255324291643234
"Beton.Hofi, ANUBII$",MEGGYFÁN,0.796,-8.047,0,0.259,0.0169,0.00135,0.193,0.584,146400,68.39117414280702
Ritt Momney,Put Your Records On,0.399,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,210463,22.897516437217533
LMEN PRALA,Dastvidanja,0.934,-6.232,1,0.28,0.397,5.14e-06,0.0984,0.3,214631,8.663710012993647
ByeAlex és a Slepp,Feküdj ide,0.726,-6.933,0,0.0744,0.461,0.0,0.11,0.308,151139,15.916386780249129
Halsey,Graveyard,0.667,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,181806,27.23589410330964
J. Cole,MIDDLE CHILD,0.837,-11.713,1,0.276,0.149,0.0,0.271,0.463,213594,29.86848655488845
24kGoldn,CITY OF ANGELS,0.686,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,112493,24.02821439973269
Måneskin,SUPERMODEL,0.636,-3.413,1,0.0555,0.00164,0.0,0.117,0.799,148064,26.601282869669603
Imagine Dragons,Whatever It Takes,0.672,-5.021,0,0.031,0.0362,0.0,0.117,0.555,201240,7.7066808966567635
"Pop Smoke, 50 Cent, Roddy Ricch",The Woo (feat. 50 Cent & Roddy Ricch),0.49,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,201600,17.791415394474498
"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),0.79,-4.185,1,0.044,0.312,0.0,0.0797,0.872,183551,29.199959486975143
"Pop Smoke, Lil Tjay",Mood Swings (feat. Lil Tjay),0.48,-6.335,0,0.368,0.487,0.0,0.0848,0.269,213333,18.59827600762192
Justin Bieber,Anyone,0.686,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,190779,26.46063182312956
"Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Lujavo","Calabria (feat. Fallen Roses, Lujavo & Lunis)",0.727,-3.408,0,0.064,0.0153,0.55,0.0963,0.372,128500,14.096554688465387
Bebe Rexha,Last Hurrah,0.514,-4.585,0,0.0317,0.175,0.0,0.117,0.401,150333,25.0929884981526
Taylor Swift,willow,0.392,-9.195,1,0.164,0.835,0.00179,0.145,0.549,214707,22.71282910356055
Nathan Evans,Wellerman - Sea Shanty,0.675,-5.157,1,0.108,0.614,0.0,0.137,0.792,155333,17.093885745031344
"Pogány Induló, Ótvar Pestis",J11,0.796,-7.481,0,0.188,0.211,0.0,0.0758,0.136,228197,53.024243934285934
"VALMAR, Pixa, Fluor",Partyarc,0.647,-1.721,1,0.178,0.165,0.0,0.111,0.664,173810,30.81907649358847
Justin Bieber,Yummy,0.688,-6.612,0,0.0903,0.366,0.0,0.116,0.494,210427,34.049766107900766
"Pogány Induló, VZS, Hibrid",Zárka,0.653,-7.826,0,0.255,0.0981,0.0,0.254,0.384,261573,54.3518327213755
CYRIL,Stumblin' In,0.875,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,213364,49.782655458684616
BØRNS,Electric Love,0.611,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,218107,10.139946797780595
BSW,Szavak Nélkül,0.767,-5.624,1,0.0503,0.0484,0.0,0.0668,0.534,181161,20.44768617742997
Tyla,Water,0.673,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,200256,26.697536279588448
Bruno X Spacc,Fiatal bajnokok,0.862,-4.349,1,0.0548,0.597,0.0,0.0681,0.378,134347,24.299362173567346
Jonas Brothers,Like It's Christmas,0.725,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,200880,20.21980979751706
"Billie Eilish, Justin Bieber",bad guy (with Justin Bieber),0.67,-11.265,1,0.295,0.252,0.33,0.117,0.68,194840,25.07638230849831
Sam Smith,Have Yourself A Merry Little Christmas,0.438,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,170964,18.91958252354505
Hippie Sabotage,Devil Eyes,0.391,-8.621,0,0.189,0.702,0.405,0.315,0.199,131272,2.65173378379896
"Martin Garrix, Bono, The Edge",We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,0.66,-4.619,1,0.0359,0.248,8.96e-06,0.17,0.304,217000,19.658316134672543
Follow The Flow,Nem Fogadok Szót,0.823,-6.35,1,0.0288,0.119,0.0,0.14,0.728,180860,4.642528134327705
"Beton.Hofi, ANUBII$",ÓCEÁN,0.731,-11.157,1,0.42,0.265,0.00651,0.898,0.186,124500,37.01774756393485
Little Mix,Sweet Melody,0.448,-4.249,0,0.057,0.0739,0.0,0.113,0.419,213693,11.553338085998972
"Little Mix, Nicki Minaj",Woman Like Me (feat. Nicki Minaj),0.754,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,229720,11.718280480663084
Eminem,Venom - Music From The Motion Picture,0.749,-5.063,1,0.064,0.0193,0.0,0.543,0.46,269554,13.694649727934774
Artemas,i like the way you kiss me,0.599,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,142515,93.49195534353746
"YG, Tyga, Jon Z","Go Loko (feat. Tyga, Jon Z)",0.88,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,299227,22.819103950740043
Queen,Somebody To Love - Remastered 2011,0.406,-7.024,1,0.0624,0.186,0.0,0.233,0.333,296480,14.68764591741703
Queen,Killer Queen - Remastered 2011,0.535,-6.326,1,0.0544,0.391,0.0,0.133,0.612,179600,13.661394254646098
Lady Gaga,Stupid Love,0.676,-4.294,1,0.0625,0.00146,0.0004,0.275,0.796,193531,22.91403533398872
DripReport,Skechers,0.903,-9.727,1,0.0877,0.26,0.011,0.108,0.274,106000,21.01921986969525
gyuris,messzi világ szerkezete,0.771,-11.473,1,0.497,0.0187,7.12e-05,0.453,0.452,137143,23.475715499374274
"Hayden James, Gorgon City, Nat Dunn",Foolproof,0.638,-6.207,0,0.0343,0.155,0.0999,0.0713,0.26,267349,13.578905561115448
"KKevin, ekhoe",SIDE BABE,0.699,-5.858,1,0.351,0.161,0.0,0.104,0.684,142224,36.55222153449937
"Doja Cat, The Weeknd",You Right,0.828,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,186173,19.82910933041504
"Kygo, Zara Larsson, Tyga",Like It Is,0.794,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,183067,16.656668183523024
"Azahriah, DESH",Megmentő,0.589,-7.481,1,0.0585,0.652,0.000222,0.0888,0.275,174000,31.362445798364448
Krúbi,Ganxsta Zolee Tehet Mindenről,0.772,-8.092,0,0.238,0.0386,0.0,0.159,0.453,304893,46.934762753314985
Labrinth,Mount Everest,0.494,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,157497,19.6640091416201
"Khalid, Disclosure",Talk (feat. Disclosure),0.9,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,197573,20.797922982988865
"Wellhello, Halott Pénz","Emlékszem, Sopronban (A Volt Fesztivál himnusza)",0.496,-4.815,0,0.137,0.128,0.0,0.141,0.811,210484,0.0
"Akon, Eminem",Smack That,0.939,-5.171,0,0.0471,0.323,0.0,0.107,0.925,212360,3.764889799577105
ALEE,EyEy,0.816,-6.188,1,0.285,0.0749,0.00206,0.213,0.516,148182,38.089639237255255
Ashe,Moral of the Story,0.572,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,201084,23.811381473271823
"Zedd, Elley Duhé",Happy Now,0.503,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,207030,9.301573400489955
Vegedream,Ramenez la coupe à la maison,0.808,-6.237,0,0.0395,0.0358,0.0,0.138,0.804,235556,15.277828439233916
Billie Eilish,bellyache,0.695,-8.597,0,0.106,0.46,0.0734,0.482,0.408,179172,9.7074617019544
"bbno$, Rich Brian",edamame,0.815,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,133707,21.31274808389688
BSW,Csöcsök És Segg,0.908,-6.917,0,0.109,0.107,0.000104,0.136,0.635,180600,13.93751390026648
Pogány Induló,SKIT,0.546,-11.416,0,0.172,0.515,0.0,0.0796,0.395,78182,49.59380516557755
"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),0.778,-5.892,0,0.0707,0.284,0.0,0.405,0.758,218093,9.9761720753624
Follow The Flow,Érdekemberek,0.746,-4.492,0,0.182,0.128,0.0,0.0833,0.787,188179,6.615564785486242
"Jung Kook, Latto",Seven (feat. Latto),0.788,-3.955,1,0.0432,0.301,0.0,0.0772,0.904,184400,33.61005759321819
Juice WRLD,Righteous,0.707,-6.951,1,0.031,0.0397,0.0,0.149,0.223,243357,21.44663188406146
Loreen,Tattoo,0.545,-6.235,0,0.0751,0.243,1.66e-06,0.123,0.303,183375,25.59396076887012
"MYNEA, Manuel",Nem Bánom,0.787,-5.585,0,0.0485,0.0423,0.499,0.0721,0.653,162787,12.826380220477205
Shawn Mendes,In My Blood,0.622,-7.321,1,0.0665,0.0573,0.0,0.13,0.487,211360,7.979317629020699
"ROSALÍA, Travis Scott",TKN (feat. Travis Scott),0.776,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,129371,22.16381213867787
Jain,Makeba,0.824,-9.432,1,0.0704,0.388,0.506,0.253,0.418,249533,16.818526492516497
JVKE,golden hour,0.515,-4.801,1,0.0322,0.653,0.162,0.25,0.153,209260,20.37647003103912
Mariah Carey,Christmas (Baby Please Come Home),0.561,-7.444,1,0.0317,0.022,0.0,0.109,0.704,153240,15.477608728118328
Mark Ambor,Belong Together,0.646,-5.203,1,0.0282,0.491,0.0,0.212,0.64,148318,56.15642467695038
Imagine Dragons,Wrecked,0.626,-5.82,0,0.0288,0.148,1.51e-05,0.109,0.229,244005,14.244494818416996
"Gesaffelstein, The Weeknd",Lost in the Fire (feat. The Weeknd),0.663,-12.159,1,0.0359,0.0863,0.00133,0.117,0.176,202093,16.709632569950287
Pogány Induló,Megáll Az Idő,0.468,-14.487,0,0.0577,0.874,0.000886,0.073,0.155,153457,34.176842252000725
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,0.64,-5.679,1,0.129,0.0215,0.0,0.119,0.112,228267,59.67660561677258
The Cube Guys,Drunk - Tech-Qila Radio Edit,0.976,-3.901,1,0.0803,0.00454,0.483,0.0816,0.831,257938,14.10276229344187
"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),0.765,-7.524,0,0.309,0.175,0.0,0.193,0.492,194787,19.7539684311795
Noah Cyrus,July,0.708,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,156107,8.182246506714904
Coi Leray,Players,0.948,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,139560,25.629085184097207
Coldplay,Viva La Vida,0.486,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,242373,12.18274736950528
Darlene Love,Christmas (Baby Please Come Home),0.34,-6.3,1,0.053,0.275,0.000459,0.0988,0.341,164959,22.00389550878613
Post Malone,Motley Crew,0.797,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,184213,26.43327177074997
"Tiësto, Mabel",God Is A Dancer (with Mabel),0.774,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,168125,6.09325735606518
"Dynoro, Ina Wroldsen",Obsessed,0.582,-4.599,0,0.0612,0.0614,2.7e-06,0.108,0.201,209933,4.397795586861093
"Labrinth, Zendaya",All For Us - from the HBO Original Series Euphoria,0.348,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,192987,19.502750610345984
"Marshmello, Kane Brown",One Thing Right,0.659,-2.253,1,0.045,0.0644,0.0,0.582,0.442,181824,27.45215532998091
Megan Thee Stallion,Savage,0.843,-5.609,1,0.334,0.0252,0.0,0.096,0.68,155497,23.534400838859767
"Master KG, Nomcebo Zikode",Jerusalema (feat. Nomcebo Zikode),0.88,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,342613,13.515025922031526
Melanie Martinez,Play Date,0.68,-5.077,1,0.0475,0.612,0.0,0.224,0.446,179867,16.816002383274068
Miley Cyrus,Mother's Daughter,0.681,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,219080,24.03935512998038
"Lost Frequencies, Elley Duhé, X Ambassadors",Back To You,0.67,-7.643,1,0.0301,0.202,0.0,0.13,0.401,157252,17.895868583436297
AURORA,Runaway,0.422,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,248827,18.827252548117727
Krúbi,LEJTŐ,0.792,-7.83,1,0.0795,0.132,0.0,0.636,0.146,268000,22.36695003851041
Azahriah,cipoe,0.407,-8.331,0,0.282,0.247,0.00139,0.651,0.0389,207163,72.20638974182025
5 Seconds of Summer,Easier,0.505,-5.604,1,0.221,0.489,0.0,0.0977,0.618,157493,20.60134523266072
Azahriah,emulator,0.689,-7.584,0,0.039,0.0248,6.96e-06,0.191,0.155,140849,12.195544613457542
"ByeAlex és a Slepp, Dannona",Fekete (feat. Dannona),0.759,-4.872,1,0.0711,0.00811,0.0,0.262,0.48,256241,3.654391616793305
Ruth B.,Dandelions,0.609,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,233720,0.5904296338603388
Hozier,Too Sweet,0.741,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,251424,76.56657573371135
Tóth Andi,Elhagyott,0.721,-7.904,1,0.0365,0.0303,0.0,0.332,0.39,159490,33.901307454195845
"Calvin Harris, Disciples",How Deep Is Your Love,0.738,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,212640,8.93004982221197
Carson Coma,Bőrönd,0.428,-7.845,1,0.118,0.00523,0.000166,0.148,0.203,214720,23.261592788105816
Central Cee,LET GO,0.747,-11.197,0,0.488,0.848,0.0,0.17,0.481,174247,43.16561942658899
Dasha,Austin (Boots Stop Workin'),0.756,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,171783,41.26964787475811
"Dua Lipa, Angèle",Fever,0.868,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,156911,9.105415849559565
"Dzsúdló, Krúbi",Bálnák,0.882,-3.387,1,0.219,0.547,0.0,0.107,0.67,284257,18.46276419170144
The Jackson 5,Santa Claus Is Coming To Town,0.696,-10.803,1,0.0371,0.277,0.000353,0.133,0.932,148160,13.334269338905642
"IstenEst, Csobot Adél",Sowieso,0.84,-5.897,1,0.167,0.196,0.0,0.14,0.833,161719,14.439709261349634
Kenndog,Beethoven,0.875,-8.914,0,0.113,0.149,9.48e-06,0.106,0.501,144562,18.11257892908951
"Bagossy Brothers Company, Parno Graszt",Fújj meg szél - Live,0.474,-5.126,0,0.124,0.146,0.0,0.427,0.689,236500,20.24270702166245
"Sia, Diplo, Labrinth, LSD","Thunderclouds (feat. Sia, Diplo, and Labrinth)",0.691,-5.985,1,0.0351,0.0085,9.06e-06,0.263,0.507,187027,8.596348422679768
Shawn Mendes,There's Nothing Holdin' Me Back,0.866,-4.063,0,0.0553,0.375,0.0,0.078,0.969,199440,3.402661228608679
Bruno X Spacc,Érzi A Tekintetem,0.9,-6.149,1,0.261,0.199,0.0,0.257,0.688,163960,4.95839995174984
Zara Larsson,Lush Life,0.694,-3.923,0,0.046,0.132,0.0,0.211,0.799,201122,15.128069048263484
Zara Larsson,Ruin My Life,0.665,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,190932,12.370633083159705
"BERRY, T. Danny",Vámpír,0.797,-6.968,1,0.0376,0.768,4.75e-05,0.253,0.534,216238,26.16569748660983
Justin Bieber,Hold On,0.658,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,170813,27.7294278441355
"Juice WRLD, The Weeknd",Smile (with The Weeknd),0.694,-6.535,0,0.133,0.224,0.0,0.124,0.306,196180,24.66864274392836
